,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,sstart_al,send_al
761,KC285134.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
762,KC285135.1,MK059950.1,80.533,375,69,2,1,373,4561,4933,2.76e-80,285.0,4590,4962
763,KC285136.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
764,KC285137.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
765,KC285138.1,MK059950.1,79.467,375,73,2,1,373,4561,4933,1.2900000000000002e-73,263.0,4590,4962
766,KC285139.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
767,KC285140.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
768,KC285141.1,MK059950.1,80.0,375,71,2,1,373,4561,4933,5.98e-77,274.0,4590,4962
769,KC285142.1,MK059950.1,80.0,375,71,2,1,373,4561,4933,5.98e-77,274.0,4590,4962
770,KC285143.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
771,KC285144.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
772,KC285145.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
773,KC285146.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
774,KC285147.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
775,KC285148.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
776,KC285149.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
777,KC285150.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
778,KC285151.1,MK059950.1,80.0,375,71,2,1,373,4561,4933,5.98e-77,274.0,4590,4962
779,KC285153.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
780,KC285154.1,MK059949.1,90.591,372,35,0,1,372,4564,4935,4.2e-143,494.0,4590,4961
781,KC285155.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
782,KC285156.1,MK059949.1,94.638,373,20,0,1,373,4564,4936,1.1299999999999999e-168,579.0,4590,4962
783,KC285157.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
784,KC285158.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
785,KC285159.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
786,KC285160.1,MK059949.1,79.733,375,72,2,1,373,4564,4936,2.7700000000000003e-75,268.0,4590,4962
787,KC285161.1,MK059950.1,79.521,376,71,4,1,373,4561,4933,1.2900000000000002e-73,263.0,4590,4962
788,KC285162.1,MK059949.1,94.906,373,19,0,1,373,4564,4936,2.42e-170,584.0,4590,4962
789,KC285163.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
790,KC285164.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
791,KC285165.1,MK059949.1,90.86,372,34,0,1,372,4564,4935,9.020000000000001e-145,499.0,4590,4961
792,KC285166.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
793,KC285167.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
794,KC285168.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
795,KC285169.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
796,KC285170.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
797,KC285171.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
798,KC285172.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
799,KC285173.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
800,KC285174.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
801,KC285175.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
802,KC285176.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
803,KC285177.1,MK059951.1,80.533,375,69,4,1,373,4591,4963,2.77e-80,285.0,4590,4962
804,KC285178.1,MK059951.1,80.533,375,69,4,1,373,4591,4963,2.77e-80,285.0,4590,4962
805,KC285179.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
806,KC285180.1,MK059950.1,79.467,375,73,2,1,373,4561,4933,1.2900000000000002e-73,263.0,4590,4962
807,KC285182.1,MK059950.1,79.467,375,73,2,1,373,4561,4933,1.2900000000000002e-73,263.0,4590,4962
808,KC285183.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
809,KC285184.1,MK059950.1,79.467,375,73,2,1,373,4561,4933,1.2900000000000002e-73,263.0,4590,4962
810,KC285185.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
811,KC285186.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
812,KC285187.1,MK059951.1,80.533,375,69,4,1,373,4591,4963,2.77e-80,285.0,4590,4962
813,KC285188.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
814,KM981711.1,MK059950.1,83.241,722,115,4,1,719,4232,4950,0.0,658.0,4255,4979
815,KM981712.1,MK059950.1,84.466,721,108,2,1,719,4232,4950,0.0,708.0,4255,4979
816,KM981713.1,MK059950.1,83.38,722,114,4,1,719,4232,4950,0.0,664.0,4255,4979
817,KM981714.1,MK059949.1,83.011,724,113,8,1,719,4235,4953,0.0,647.0,4255,4979
818,KM981715.1,MK059951.1,83.402,723,105,8,1,711,4256,4975,0.0,656.0,4255,4974
819,KM981716.1,MK059951.1,83.264,723,106,8,1,711,4256,4975,0.0,651.0,4255,4974
820,KM981717.1,MK059951.1,82.988,723,108,8,1,711,4256,4975,0.0,640.0,4255,4974
821,KM981718.1,MK059951.1,83.126,723,107,8,1,711,4256,4975,0.0,645.0,4255,4974
822,KM981719.1,MK059951.1,83.402,723,105,8,1,711,4256,4975,0.0,656.0,4255,4974
823,KM981720.1,MK059951.1,83.264,723,106,8,1,711,4256,4975,0.0,651.0,4255,4974
824,KM981721.1,MK059951.1,83.126,723,107,8,1,711,4256,4975,0.0,645.0,4255,4974
825,KM981722.1,MK059951.1,83.402,723,105,8,1,711,4256,4975,0.0,656.0,4255,4974
826,KM981723.1,MK059951.1,83.264,723,106,8,1,711,4256,4975,0.0,651.0,4255,4974
827,KM981724.1,MK059951.1,83.264,723,106,8,1,711,4256,4975,0.0,651.0,4255,4974
828,KM981725.1,MK059950.1,83.518,722,113,4,1,719,4232,4950,0.0,669.0,4255,4979
829,KM981726.1,MK059950.1,83.241,722,115,4,1,719,4232,4950,0.0,658.0,4255,4979
830,KM981727.1,MK059950.1,83.518,722,113,4,1,719,4232,4950,0.0,669.0,4255,4979
831,KM981728.1,MK059950.1,83.518,722,113,4,1,719,4232,4950,0.0,669.0,4255,4979
832,KM981729.1,MK059950.1,83.795,722,111,4,1,719,4232,4950,0.0,680.0,4255,4979
833,KM981730.1,MK059951.1,81.051,723,125,7,1,714,4256,4975,1.7300000000000001e-164,566.0,4255,4974
834,KM981731.1,MK059950.1,83.241,722,115,4,1,719,4232,4950,0.0,658.0,4255,4979
835,KM981732.1,MK059950.1,83.102,722,116,4,1,719,4232,4950,0.0,652.0,4255,4979
836,KM981733.1,MK059950.1,83.241,722,115,4,1,719,4232,4950,0.0,658.0,4255,4979
837,KM981734.1,MK059951.1,83.911,721,108,3,1,714,4256,4975,0.0,682.0,4255,4974
838,KM981735.1,MK059950.1,83.38,722,114,4,1,719,4232,4950,0.0,664.0,4255,4979
839,KM981736.1,MK059950.1,83.38,722,114,4,1,719,4232,4950,0.0,664.0,4255,4979
840,KP143772.1,MK059949.1,97.101,345,10,0,1,345,3642,3986,8.029999999999999e-170,582.0,3662,4006
841,KP143773.1,MK059949.1,96.812,345,11,0,1,345,3642,3986,3.74e-168,577.0,3662,4006
842,KP143774.1,MK059949.1,97.101,345,10,0,1,345,3642,3986,8.029999999999999e-170,582.0,3662,4006
843,KP143775.1,MK059949.1,97.101,345,10,0,1,345,3642,3986,8.029999999999999e-170,582.0,3662,4006
844,KP143776.1,MK059949.1,97.101,345,10,0,1,345,3642,3986,8.029999999999999e-170,582.0,3662,4006
845,KP143777.1,MK059949.1,97.101,345,10,0,1,345,3642,3986,8.029999999999999e-170,582.0,3662,4006
846,KP143778.1,MK059949.1,97.101,345,10,0,1,345,3642,3986,8.029999999999999e-170,582.0,3662,4006
847,KP143779.1,MK059949.1,97.101,345,10,0,1,345,3642,3986,8.029999999999999e-170,582.0,3662,4006
848,KP143780.1,MK059949.1,96.812,345,11,0,1,345,3642,3986,3.74e-168,577.0,3662,4006
849,KP143781.1,MK059949.1,95.942,345,14,0,1,345,3642,3986,3.7600000000000004e-163,560.0,3662,4006
850,KP143782.1,MK059949.1,96.232,345,13,0,1,345,3642,3986,8.09e-165,566.0,3662,4006
851,KP143783.1,MK059949.1,96.232,345,13,0,1,345,3642,3986,8.09e-165,566.0,3662,4006
852,KP143784.1,MK059949.1,95.942,345,14,0,1,345,3642,3986,3.7600000000000004e-163,560.0,3662,4006
853,KP143785.1,MK059949.1,94.203,345,20,0,1,345,3642,3986,3.82e-153,527.0,3662,4006
854,KP143786.1,MK059949.1,94.203,345,20,0,1,345,3642,3986,3.82e-153,527.0,3662,4006
855,KP143787.1,MK059949.1,94.783,345,18,0,1,345,3642,3986,1.76e-156,538.0,3662,4006
856,KP143788.1,MK059949.1,94.783,345,18,0,1,345,3642,3986,1.76e-156,538.0,3662,4006
857,KP242038.1,MK059953.1,83.178,107,18,0,3222,3328,3707,3813,6.449999999999999e-23,99.0,3753,3859
858,KT159906.1,MK059954.1,85.315,286,40,2,1,285,3703,3987,3.45e-83,294.0,3723,4007
859,KT159907.1,MK059954.1,84.615,286,42,2,1,285,3703,3987,7.470000000000001e-80,283.0,3723,4007
860,KT159908.1,MK059954.1,86.016,379,51,2,1,378,3610,3987,2.04e-116,405.0,3630,4007
861,KT159909.1,MK059954.1,86.016,379,51,2,1,378,3610,3987,2.04e-116,405.0,3630,4007
862,KT159910.1,MK059954.1,86.016,379,51,2,1,378,3610,3987,2.04e-116,405.0,3630,4007
863,KT159911.1,MK059954.1,86.016,379,51,2,1,378,3610,3987,2.04e-116,405.0,3630,4007
864,KT159913.1,MK059954.1,86.647,337,43,2,1,336,3652,3987,1.83e-106,372.0,3672,4007
865,KT818779.1,MK059950.1,81.395,387,66,4,1,384,4580,4963,4.7e-88,311.0,4609,4992
866,KT818780.1,MK059950.1,80.57,386,71,2,1,384,4580,4963,4.73e-83,294.0,4609,4992
867,KU212905.1,MK059949.1,92.941,170,12,0,1,170,4150,4319,1.6e-69,248.0,4170,4339
868,KU212906.1,MK059949.1,92.941,170,12,0,1,170,4150,4319,1.6e-69,248.0,4170,4339
869,KU212907.1,MK059949.1,93.529,170,11,0,1,170,4150,4319,3.44e-71,254.0,4170,4339
870,KU212908.1,MK059949.1,93.529,170,11,0,1,170,4150,4319,3.44e-71,254.0,4170,4339
871,KU318454.1,MK059951.1,83.333,462,69,4,1,455,4256,4716,8.940000000000001e-121,420.0,4255,4715
872,KU318455.1,MK059951.1,84.483,464,60,7,1,455,4256,4716,4.1000000000000006e-129,448.0,4255,4715
873,KU318456.1,MK059951.1,83.55,462,68,4,1,455,4256,4716,1.92e-122,425.0,4255,4715
874,KU318457.1,MK059951.1,83.333,462,69,4,1,455,4256,4716,8.940000000000001e-121,420.0,4255,4715
875,KU318458.1,MK059951.1,83.333,462,69,4,1,455,4256,4716,8.940000000000001e-121,420.0,4255,4715
876,KU318459.1,MK059951.1,83.333,462,69,4,1,455,4256,4716,8.940000000000001e-121,420.0,4255,4715
877,KU318460.1,MK059951.1,83.117,462,70,4,1,455,4256,4716,4.1599999999999996e-119,414.0,4255,4715
878,KU318461.1,MK059951.1,83.766,462,67,4,1,455,4256,4716,4.130000000000001e-124,431.0,4255,4715
879,KU318462.1,MK059951.1,83.55,462,68,4,1,455,4256,4716,1.92e-122,425.0,4255,4715
880,KU318463.1,MK059951.1,83.333,462,69,4,1,455,4256,4716,8.940000000000001e-121,420.0,4255,4715
881,KU318464.1,MK059951.1,83.117,462,70,4,1,455,4256,4716,4.1599999999999996e-119,414.0,4255,4715
882,KU318465.1,MK059951.1,83.333,462,69,4,1,455,4256,4716,8.940000000000001e-121,420.0,4255,4715
883,KU318466.1,MK059951.1,83.55,462,68,4,1,455,4256,4716,1.92e-122,425.0,4255,4715
884,KU318467.1,MK059951.1,83.333,462,69,4,1,455,4256,4716,8.940000000000001e-121,420.0,4255,4715
885,KU318468.1,MK059951.1,82.9,462,71,4,1,455,4256,4716,1.93e-117,409.0,4255,4715
886,KU318469.1,MK059951.1,83.766,462,67,4,1,455,4256,4716,4.130000000000001e-124,431.0,4255,4715
887,KU318470.1,MK059951.1,83.55,462,68,4,1,455,4256,4716,1.92e-122,425.0,4255,4715
888,KU318471.1,MK059951.1,84.052,464,62,7,1,455,4256,4716,8.869999999999999e-126,436.0,4255,4715
889,KU318472.1,MK059951.1,83.766,462,67,4,1,455,4256,4716,4.130000000000001e-124,431.0,4255,4715
890,KU318473.1,MK059951.1,83.333,462,69,4,1,455,4256,4716,8.940000000000001e-121,420.0,4255,4715
891,KU318474.1,MK059951.1,83.117,462,70,4,1,455,4256,4716,4.1599999999999996e-119,414.0,4255,4715
892,KU318475.1,MK059951.1,83.55,462,68,4,1,455,4256,4716,1.92e-122,425.0,4255,4715
893,KU318476.1,MK059951.1,83.55,462,68,4,1,455,4256,4716,1.92e-122,425.0,4255,4715
894,KU318477.1,MK059951.1,83.766,462,67,4,1,455,4256,4716,4.130000000000001e-124,431.0,4255,4715
895,KU318478.1,MK059951.1,87.879,462,48,3,1,455,4256,4716,8.5e-156,536.0,4255,4715
896,KU318479.1,MK059951.1,87.446,462,50,3,1,455,4256,4716,1.84e-152,525.0,4255,4715
897,KU318480.1,MK059951.1,87.446,462,50,3,1,455,4256,4716,1.84e-152,525.0,4255,4715
898,KU318481.1,MK059951.1,87.879,462,48,3,1,455,4256,4716,8.5e-156,536.0,4255,4715
899,KU318482.1,MK059951.1,87.636,461,51,1,1,455,4256,4716,3.96e-154,531.0,4255,4715
900,KU318483.1,MK059951.1,87.879,462,48,3,1,455,4256,4716,8.5e-156,536.0,4255,4715
901,KU318484.1,MK059951.1,88.312,462,46,3,1,455,4256,4716,3.9299999999999997e-159,547.0,4255,4715
902,KU318485.1,MK059951.1,87.879,462,48,3,1,455,4256,4716,8.5e-156,536.0,4255,4715
903,KU318486.1,MK059951.1,87.446,462,50,3,1,455,4256,4716,1.84e-152,525.0,4255,4715
904,KU318487.1,MK059951.1,87.879,462,48,3,1,455,4256,4716,8.5e-156,536.0,4255,4715
905,KU318488.1,MK059951.1,87.229,462,51,3,1,455,4256,4716,8.57e-151,520.0,4255,4715
906,KU318489.1,MK059951.1,87.446,462,50,3,1,455,4256,4716,1.84e-152,525.0,4255,4715
907,KU318490.1,MK059951.1,87.446,462,50,3,1,455,4256,4716,1.84e-152,525.0,4255,4715
908,KU318491.1,MK059951.1,87.446,462,50,3,1,455,4256,4716,1.84e-152,525.0,4255,4715
909,KU318492.1,MK059951.1,87.662,462,49,3,1,455,4256,4716,3.96e-154,531.0,4255,4715
910,KU318493.1,MK059951.1,87.662,462,49,3,1,455,4256,4716,3.96e-154,531.0,4255,4715
911,KU318494.1,MK059951.1,87.879,462,48,3,1,455,4256,4716,8.5e-156,536.0,4255,4715
912,KU318495.1,MK059951.1,87.446,462,50,3,1,455,4256,4716,1.84e-152,525.0,4255,4715
913,KU318496.1,MK059951.1,87.662,462,49,3,1,455,4256,4716,3.96e-154,531.0,4255,4715
914,KU318497.1,MK059951.1,87.879,462,48,3,1,455,4256,4716,8.5e-156,536.0,4255,4715
915,KU318498.1,MK059950.1,88.095,462,47,4,1,461,4232,4686,1.8500000000000002e-157,542.0,4255,4715
916,KU318499.1,MK059950.1,88.095,462,47,4,1,461,4232,4686,1.8500000000000002e-157,542.0,4255,4715
917,KU318500.1,MK059950.1,87.879,462,48,4,1,461,4232,4686,8.600000000000001e-156,536.0,4255,4715
918,KU318501.1,MK059950.1,87.879,462,48,4,1,461,4232,4686,8.600000000000001e-156,536.0,4255,4715
919,KU318502.1,MK059950.1,88.095,462,47,4,1,461,4232,4686,1.8500000000000002e-157,542.0,4255,4715
920,KU318503.1,MK059950.1,88.312,462,46,4,1,461,4232,4686,3.97e-159,547.0,4255,4715
921,KU318504.1,MK059951.1,85.9,461,59,1,1,455,4256,4716,8.69e-141,486.0,4255,4715
922,KU318505.1,MK059951.1,86.334,461,57,1,1,455,4256,4716,4.01e-144,497.0,4255,4715
923,KU318506.1,MK059951.1,85.9,461,59,1,1,455,4256,4716,8.69e-141,486.0,4255,4715
924,KU318507.1,MK059951.1,85.9,461,59,1,1,455,4256,4716,8.69e-141,486.0,4255,4715
925,KU318508.1,MK059951.1,86.334,461,57,2,1,455,4256,4716,4.01e-144,497.0,4255,4715
926,KU318509.1,MK059951.1,86.334,461,57,1,1,455,4256,4716,4.01e-144,497.0,4255,4715
927,KU318510.1,MK059951.1,85.683,461,60,1,1,455,4256,4716,4.04e-139,481.0,4255,4715
928,KU318511.1,MK059951.1,85.9,461,59,1,1,455,4256,4716,8.69e-141,486.0,4255,4715
929,KU318512.1,MK059951.1,86.117,461,58,1,1,455,4256,4716,1.87e-142,492.0,4255,4715
930,KU318513.1,MK059951.1,86.117,461,58,1,1,455,4256,4716,1.87e-142,492.0,4255,4715
931,KU318514.1,MK059951.1,86.117,461,58,1,1,455,4256,4716,1.87e-142,492.0,4255,4715
932,KU318515.1,MK059951.1,85.683,461,60,1,1,455,4256,4716,4.04e-139,481.0,4255,4715
933,KU318516.1,MK059951.1,85.9,461,59,1,1,455,4256,4716,8.69e-141,486.0,4255,4715
934,KU318517.1,MK059951.1,85.9,461,59,1,1,455,4256,4716,8.69e-141,486.0,4255,4715
935,KU318518.1,MK059951.1,86.334,461,57,1,1,455,4256,4716,4.01e-144,497.0,4255,4715
936,KU318519.1,MK059951.1,85.683,461,60,1,1,455,4256,4716,4.04e-139,481.0,4255,4715
937,KU318520.1,MK059951.1,85.9,461,59,1,1,455,4256,4716,8.69e-141,486.0,4255,4715
938,KU318521.1,MK059951.1,85.466,461,61,1,1,455,4256,4716,1.88e-137,475.0,4255,4715
939,KU318522.1,MK059951.1,85.9,461,59,1,1,455,4256,4716,8.69e-141,486.0,4255,4715
940,KU318523.1,MK059951.1,86.117,461,58,1,1,455,4256,4716,1.87e-142,492.0,4255,4715
941,KU318524.1,MK059951.1,85.9,461,59,1,1,455,4256,4716,8.69e-141,486.0,4255,4715
942,KU318525.1,MK059951.1,86.117,461,58,1,1,455,4256,4716,1.87e-142,492.0,4255,4715
943,KU318526.1,MK059951.1,85.683,461,60,1,1,455,4256,4716,4.04e-139,481.0,4255,4715
944,KU318527.1,MK059951.1,85.683,461,60,1,1,455,4256,4716,4.04e-139,481.0,4255,4715
945,KU318528.1,MK059951.1,85.9,461,59,1,1,455,4256,4716,8.69e-141,486.0,4255,4715
946,KU318529.1,MK059951.1,85.466,461,61,1,1,455,4256,4716,1.88e-137,475.0,4255,4715
947,KU318530.1,MK059951.1,85.9,461,59,1,1,455,4256,4716,8.69e-141,486.0,4255,4715
948,KU318531.1,MK059951.1,86.117,461,58,1,1,455,4256,4716,1.87e-142,492.0,4255,4715
949,KU318532.1,MK059951.1,85.9,461,59,1,1,455,4256,4716,8.69e-141,486.0,4255,4715
950,KU318533.1,MK059951.1,86.147,462,56,3,1,455,4256,4716,1.87e-142,492.0,4255,4715
951,KU318534.1,MK059951.1,85.931,462,57,3,1,455,4256,4716,8.69e-141,486.0,4255,4715
952,KU318535.1,MK059951.1,86.147,462,53,4,1,452,4256,4716,2.3999999999999998e-141,488.0,4255,4715
953,KU318536.1,MK059951.1,86.147,462,56,4,1,455,4256,4716,1.87e-142,492.0,4255,4715
954,KU318537.1,MK059951.1,86.147,462,56,4,1,455,4256,4716,1.87e-142,492.0,4255,4715
955,KU318538.1,MK059951.1,85.931,462,57,3,1,455,4256,4716,8.69e-141,486.0,4255,4715
956,KU318539.1,MK059951.1,86.147,462,53,4,1,452,4256,4716,2.3999999999999998e-141,488.0,4255,4715
957,KU318540.1,MK059951.1,86.147,462,53,4,1,452,4256,4716,2.3999999999999998e-141,488.0,4255,4715
958,KU318541.1,MK059951.1,86.147,462,53,4,1,452,4256,4716,2.3999999999999998e-141,488.0,4255,4715
959,KU318542.1,MK059951.1,85.931,462,54,4,1,452,4256,4716,1.1199999999999999e-139,483.0,4255,4715
960,KU318543.1,MK059951.1,85.714,462,55,4,1,452,4256,4716,5.1899999999999995e-138,477.0,4255,4715
961,KU318544.1,MK059951.1,86.147,462,53,4,1,452,4256,4716,2.3999999999999998e-141,488.0,4255,4715
962,KU318545.1,MK059951.1,85.714,462,55,4,1,452,4256,4716,5.1899999999999995e-138,477.0,4255,4715
963,KU318546.1,MK059951.1,85.931,462,54,4,1,452,4256,4716,1.1199999999999999e-139,483.0,4255,4715
964,KU318547.1,MK059951.1,85.931,462,54,4,1,452,4256,4716,1.1199999999999999e-139,483.0,4255,4715
965,KU318548.1,MK059951.1,85.931,462,54,4,1,452,4256,4716,1.1199999999999999e-139,483.0,4255,4715
966,KU318549.1,MK059951.1,86.147,462,53,4,1,452,4256,4716,2.3999999999999998e-141,488.0,4255,4715
967,KU318550.1,MK059951.1,85.714,462,55,4,1,452,4256,4716,5.1899999999999995e-138,477.0,4255,4715
968,KU318551.1,MK059951.1,85.931,462,54,4,1,452,4256,4716,1.1199999999999999e-139,483.0,4255,4715
969,KU318552.1,MK059951.1,86.147,462,53,4,1,452,4256,4716,2.3999999999999998e-141,488.0,4255,4715
970,KU318553.1,MK059951.1,86.147,462,53,4,1,452,4256,4716,2.3999999999999998e-141,488.0,4255,4715
971,KU318554.1,MK059951.1,85.931,462,54,4,1,452,4256,4716,1.1199999999999999e-139,483.0,4255,4715
972,KU318555.1,MK059951.1,84.416,462,64,4,1,455,4256,4716,4.1000000000000006e-129,448.0,4255,4715
973,KU318556.1,MK059951.1,86.334,461,57,1,1,455,4256,4716,4.01e-144,497.0,4255,4715
974,KU318557.1,MK059951.1,87.013,462,52,3,1,455,4256,4716,3.98e-149,514.0,4255,4715
975,KU318558.1,MK059951.1,85.9,461,59,1,1,455,4256,4716,8.69e-141,486.0,4255,4715
976,KU318559.1,MK059951.1,87.636,461,51,1,1,455,4256,4716,3.96e-154,531.0,4255,4715
977,KU318560.1,MK059951.1,86.985,461,54,1,1,455,4256,4716,3.98e-149,514.0,4255,4715
978,KU318561.1,MK059951.1,86.768,461,55,1,1,455,4256,4716,1.8499999999999998e-147,508.0,4255,4715
979,KU318562.1,MK059951.1,85.931,462,57,4,1,455,4256,4716,8.69e-141,486.0,4255,4715
980,KU318563.1,MK059951.1,87.013,462,52,3,1,455,4256,4716,3.98e-149,514.0,4255,4715
981,KU318564.1,MK059951.1,85.065,462,61,4,1,455,4256,4716,4.0699999999999996e-134,464.0,4255,4715
982,KU318565.1,MK059951.1,87.013,462,49,4,1,452,4256,4716,5.12e-148,510.0,4255,4715
983,KU318566.1,MK059951.1,87.013,462,49,4,1,452,4256,4716,5.12e-148,510.0,4255,4715
984,KU318567.1,MK059951.1,85.714,462,55,4,1,452,4256,4716,5.1899999999999995e-138,477.0,4255,4715
985,KU318568.1,MK059951.1,85.714,462,55,4,1,452,4256,4716,5.1899999999999995e-138,477.0,4255,4715
986,KU508607.1,MK059950.1,81.25,272,47,2,1,270,4594,4863,7.35e-60,217.0,4623,4892
987,KU508608.1,MK059952.1,78.824,340,70,2,2,340,4581,4919,4.25e-63,228.0,4608,4946
988,KU508609.1,MK059949.1,95.402,348,16,0,1,348,4574,4921,1.7700000000000002e-161,555.0,4600,4947
989,KU508610.1,MK059949.1,95.977,348,14,0,1,348,4574,4921,8.159999999999999e-165,566.0,4600,4947
990,KU508611.1,MK059950.1,78.652,356,70,4,1,353,4571,4923,3.47e-64,231.0,4600,4952
991,KU508612.1,MK059949.1,86.301,292,35,4,1,289,4601,4890,9.67e-89,313.0,4627,4916
992,KU508613.1,MK059949.1,86.957,322,38,4,2,320,4601,4921,1.36e-102,359.0,4627,4947
993,KU508614.1,MK059949.1,89.614,337,35,0,1,337,4585,4921,1.08e-123,429.0,4611,4947
994,KU508615.1,MK059949.1,85.246,305,45,0,1,305,4617,4921,2.8399999999999997e-89,315.0,4643,4947
995,KU508616.1,MK059956.1,79.412,340,69,1,2,340,4580,4919,1.97e-66,239.0,4608,4947
996,KU973894.1,MK059950.1,82.705,451,74,2,1,449,4526,4974,4.12e-114,398.0,4555,5003
997,KU973895.1,MK059951.1,81.292,449,84,0,1,449,4556,5004,4.1899999999999995e-104,364.0,4555,5003
998,KU973896.1,MK059953.1,82.889,450,75,2,1,449,4500,4948,8.780000000000001e-116,403.0,4555,5003
999,KU973897.1,MK059954.1,82.444,450,77,2,1,449,4529,4977,1.9e-112,392.0,4555,5003
1000,KU973898.1,MK059949.1,81.306,444,83,0,1,444,4529,4972,5.32e-103,361.0,4555,4998
1001,KU973899.1,MK059952.1,82.301,452,74,6,1,449,4528,4976,8.82e-111,387.0,4555,5003
1002,KX932047.1,MK059950.1,77.778,1170,228,25,1,1154,4325,5478,0.0,691.0,4348,5507
1003,KX932048.1,MK059950.1,77.968,1171,224,27,1,1154,4325,5478,0.0,702.0,4348,5507
1004,KX932049.1,MK059950.1,77.986,1172,222,28,1,1154,4325,5478,0.0,702.0,4348,5507
1005,KX932050.1,MK059950.1,77.997,1168,229,20,1,1154,4325,5478,0.0,708.0,4348,5507
1006,KX932051.1,MK059953.1,78.205,1170,220,28,1,1154,4302,5452,0.0,715.0,4348,5507
1007,KX932052.1,MK059950.1,76.627,1168,248,21,1,1154,4325,5481,0.0,621.0,4348,5510
1008,KX932053.1,MK059953.1,77.281,1162,245,17,1,1154,4302,5452,0.0,665.0,4348,5507
1009,KX932058.1,MK059953.1,85.519,366,51,2,1,365,3587,3951,3.33e-109,381.0,3633,3997
1010,KX932059.1,MK059953.1,87.705,366,43,2,1,365,3587,3951,1.52e-122,425.0,3633,3997
1011,KX932060.1,MK059953.1,88.251,366,41,2,1,365,3587,3951,7e-126,436.0,3633,3997
1012,KX932061.1,MK059953.1,87.978,366,42,2,1,365,3587,3951,3.26e-124,431.0,3633,3997
1013,KX932062.1,MK059953.1,85.831,367,50,2,1,366,3587,3952,1.99e-111,388.0,3633,3998
1014,KX932063.1,MK059953.1,86.376,367,47,3,1,365,3587,3952,3.2999999999999996e-114,398.0,3633,3998
1015,KX932064.1,MK059949.1,87.432,366,45,1,1,365,3613,3978,7.09e-121,420.0,3633,3998
1016,KX932065.1,MK059949.1,92.055,365,29,0,1,365,3613,3977,3.16e-149,514.0,3633,3997
1017,KY250103.1,MK059949.1,84.097,371,59,0,1,371,3607,3977,1.59e-102,359.0,3627,3997
1018,KY250104.1,MK059949.1,83.558,371,61,0,1,371,3607,3977,9.56e-100,350.0,3627,3997
